Rk,Player,Squad,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Date_Time,Random_Number
508,?ukasz Piszczek,Dortmund ,1,2,2,100.0,0.8,0.8,0.5,0.5,6.1,0,0,0,0.6,0.6,0.28,0.4,0.4,2020-02-26 07:11:26,81
509,Miralem Pjani?,Barcelona ,0,8,1,12.5,1.54,0.19,0.0,0.0,25.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2020-02-11 01:07:47,15
510,Alassane Pléa,M'Gladbach ,5,15,7,46.7,3.01,1.4,0.33,0.71,15.9,1,0,0,2.5,2.5,0.17,2.5,2.5,2020-03-06 14:22:43,65
511,Paul Pogba,Manchester Utd,0,5,0,0.0,2.49,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2020-03-02 23:34:05,90
512,Carlos Ponck,Ba?ak?ehir ,0,1,0,0.0,0.49,0.0,0.0,,11.0,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-01-16 12:04:00,81
513,Denys Popov,Dynamo Kyiv,1,1,1,100.0,0.22,0.22,1.0,1.0,8.0,0,0,0,0.1,0.1,0.08,0.9,0.9,2020-02-12 04:45:06,42
514,Yussuf Poulsen,RB Leipzig,1,5,2,40.0,1.07,0.43,0.2,0.5,13.2,0,0,0,0.4,0.4,0.08,0.6,0.6,2020-12-07 05:58:26,14
515,Danila Prokhin,Zenit ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-11 05:51:11,49
516,Quincy Promes,Ajax ,0,5,2,40.0,1.81,0.73,0.0,0.0,20.0,0,0,0,0.8,0.8,0.16,-0.8,-0.8,2020-11-15 06:22:29,97
517,Riqui Puig,Barcelona ,0,3,0,0.0,3.51,0.0,0.0,,18.0,0,0,0,0.5,0.5,0.17,-0.5,-0.5,2020-11-24 12:00:10,65
518,Christian Pulisic,Chelsea ,1,8,2,25.0,4.11,1.03,0.13,0.5,12.4,0,0,0,0.8,0.8,0.1,0.2,0.2,2020-01-02 02:55:08,10
519,Andriy Pyatov,Shakhtar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-13 21:32:19,18
520,Adrien Rabiot,Juventus ,0,2,1,50.0,0.62,0.31,0.0,0.0,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-11-16 23:36:33,59
521,Nemanja Radonji?,Marseille ,0,1,1,100.0,0.98,0.98,0.0,0.0,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-05-14 02:17:08,56
522,?tefan Radu,Lazio ,0,1,0,0.0,2.0,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-05-23 22:08:21,40
523,Rafael,Ba?ak?ehir ,0,2,1,50.0,0.35,0.17,0.0,0.0,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-06-07 23:31:34,66
524,Rafinha,Paris S-G,0,3,2,66.7,2.21,1.48,0.0,0.0,20.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2020-02-12 05:20:27,14
525,Rafinha,Olympiacos ,0,1,0,0.0,0.17,0.0,0.0,,22.1,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-10-25 09:57:10,51
526,Slobodan Rajkovi?,Loko Moscow,0,1,0,0.0,0.33,0.0,0.0,,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-10-29 19:13:41,17
527,Ivan Rakiti?,Sevilla ,2,9,3,33.3,1.99,0.66,0.22,0.67,20.6,1,0,0,0.5,0.5,0.06,1.5,1.5,2020-12-22 07:53:07,71
528,Yaroslav Rakitskiy,Zenit ,0,2,0,0.0,0.38,0.0,0.0,,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-02-13 12:43:54,9
529,André Ramalho,RB Salzburg,0,7,2,28.6,1.17,0.33,0.0,0.0,16.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2020-06-04 08:19:00,62
530,Cristian Ramírez,Krasnodar ,1,7,2,28.6,1.27,0.36,0.14,0.5,24.4,0,0,0,0.2,0.2,0.03,0.8,0.8,2020-09-20 10:14:34,57
531,Sergio Ramos,Real Madrid,1,4,2,50.0,1.33,0.67,0.25,0.5,8.9,0,0,0,0.2,0.2,0.06,0.8,0.8,2020-06-08 04:50:43,71
532,Aaron Ramsey,Juventus ,0,5,1,20.0,1.67,0.33,0.0,0.0,19.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2020-04-18 23:03:51,4
533,Lazar Ran?elovi?,Olympiacos ,0,2,1,50.0,0.76,0.38,0.0,0.0,15.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-08-05 19:16:52,4
534,Marcus Rashford,Manchester Utd,6,18,11,61.1,3.91,2.39,0.28,0.45,19.9,1,1,1,3.1,2.4,0.13,2.9,2.6,2020-06-13 05:13:04,11
535,Pepe Reina,Lazio ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-03 16:11:33,14
536,Reinier,Dortmund ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-11-20 10:19:11,97
537,Karim Rekik,Sevilla ,0,1,1,100.0,0.41,0.41,0.0,0.0,6.0,0,0,0,0.6,0.6,0.57,-0.6,-0.6,2020-11-07 16:40:54,65
538,Marco Reus,Dortmund ,0,6,2,33.3,1.57,0.52,0.0,0.0,17.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,2020-06-28 02:34:42,86
539,Gio Reyna,Dortmund ,0,6,1,16.7,1.33,0.22,0.0,0.0,16.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,2020-08-14 23:36:27,21
540,Federico Ricca,Club Brugge,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-28 04:14:17,28
541,Chris Richards,Bayern Munich,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-05 01:19:09,22
542,Mats Rits,Club Brugge,0,2,1,50.0,0.56,0.28,0.0,0.0,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-05-02 15:07:22,42
543,Sergi Roberto,Barcelona ,0,1,1,100.0,0.49,0.49,0.0,0.0,5.4,0,0,0,0.2,0.2,0.25,-0.2,-0.2,2020-01-22 22:54:17,55
544,Andrew Robertson,Liverpool ,0,3,0,0.0,0.69,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2020-07-27 04:27:20,70
545,Marc Roca,Bayern Munich,0,1,0,0.0,0.58,0.0,0.0,,27.5,0,0,0,0.0,0.0,0.01,0.0,0.0,2020-10-04 21:50:15,91
546,Rodri,Manchester City,0,4,2,50.0,1.0,0.5,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-08-06 08:37:17,19
